opportunity_key,vertical,use_case_id,technology_id,market_size_status,europe_low_eur,europe_central_eur,europe_high_eur,countries_covered,countries_expected,coverage_ratio,coverage_status,nace_component_coverage_ratio,nace_component_coverage_status,blocking_reasons,public_employment_persons,general_public_services_expenditure_eur,defence_expenditure_eur,linked_ted_notice_count,nace_codes,denominator_method,vertical_mapping_status,vertical_mapping_quality,vertical_statistical_scope,vertical_mapping_limitation,technology_proxy,technology_mapping_status
Manufacturing|network-optimization|iot-platforms,Manufacturing,network-optimization,iot-platforms,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['C'],sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",iot,mapped_proxy
Manufacturing|predictive-maintenance|machine-learning,Manufacturing,predictive-maintenance,machine-learning,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['C'],sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy
Manufacturing|production-scheduling|iot-platforms,Manufacturing,production-scheduling,iot-platforms,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['C'],sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",iot,mapped_proxy
Manufacturing|production-scheduling|machine-learning,Manufacturing,production-scheduling,machine-learning,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['C'],sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy
Media & Entertainment|automated-inspection-defect-detection|computer-vision,Media & Entertainment,automated-inspection-defect-detection,computer-vision,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.7931034482758621,partial,blocked_annual_value_not_approved,,,,0,"['J58', 'J59', 'J60']",sbs_enterprise_count,mapped,composite_sector_proxy,"Publishing, audiovisual production and programming/broadcasting","Excludes parts of live entertainment, arts, sports and platform activity classified elsewhere.",ai,mapped_proxy
Media & Entertainment|compliance-monitoring|cybersecurity-platform,Media & Entertainment,compliance-monitoring,cybersecurity-platform,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.7931034482758621,partial,blocked_annual_value_not_approved,,,,0,"['J58', 'J59', 'J60']",sbs_enterprise_count,mapped,composite_sector_proxy,"Publishing, audiovisual production and programming/broadcasting","Excludes parts of live entertainment, arts, sports and platform activity classified elsewhere.",cybersecurity,mapped_proxy
Media & Entertainment|customer-segmentation|cloud-data-platform,Media & Entertainment,customer-segmentation,cloud-data-platform,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.7931034482758621,partial,blocked_annual_value_not_approved,,,,0,"['J58', 'J59', 'J60']",sbs_enterprise_count,mapped,composite_sector_proxy,"Publishing, audiovisual production and programming/broadcasting","Excludes parts of live entertainment, arts, sports and platform activity classified elsewhere.",cloud,mapped_proxy
Media & Entertainment|energy-optimization|connectivity-5g,Media & Entertainment,energy-optimization,connectivity-5g,pending_or_unavailable,,,,0,29,0.0,no_country_data,0.0,no_component_data,blocked_technology_proxy_gap,,,,0,"['J58', 'J59', 'J60']",sbs_enterprise_count,mapped,composite_sector_proxy,"Publishing, audiovisual production and programming/broadcasting","Excludes parts of live entertainment, arts, sports and platform activity classified elsewhere.",,no_defensible_available_ict_proxy
Media & Entertainment|energy-optimization|iot-platforms,Media & Entertainment,energy-optimization,iot-platforms,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.7931034482758621,partial,blocked_annual_value_not_approved,,,,0,"['J58', 'J59', 'J60']",sbs_enterprise_count,mapped,composite_sector_proxy,"Publishing, audiovisual production and programming/broadcasting","Excludes parts of live entertainment, arts, sports and platform activity classified elsewhere.",iot,mapped_proxy
Media & Entertainment|personalized-recommendations|connectivity-5g,Media & Entertainment,personalized-recommendations,connectivity-5g,pending_or_unavailable,,,,0,29,0.0,no_country_data,0.0,no_component_data,blocked_technology_proxy_gap,,,,0,"['J58', 'J59', 'J60']",sbs_enterprise_count,mapped,composite_sector_proxy,"Publishing, audiovisual production and programming/broadcasting","Excludes parts of live entertainment, arts, sports and platform activity classified elsewhere.",,no_defensible_available_ict_proxy
Media & Entertainment|predictive-maintenance|digital-twin,Media & Entertainment,predictive-maintenance,digital-twin,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.7931034482758621,partial,blocked_annual_value_not_approved,,,,0,"['J58', 'J59', 'J60']",sbs_enterprise_count,mapped,composite_sector_proxy,"Publishing, audiovisual production and programming/broadcasting","Excludes parts of live entertainment, arts, sports and platform activity classified elsewhere.",cloud,mapped_proxy
Media & Entertainment|sentiment-analysis|natural-language-processing,Media & Entertainment,sentiment-analysis,natural-language-processing,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.7931034482758621,partial,blocked_annual_value_not_approved,,,,0,"['J58', 'J59', 'J60']",sbs_enterprise_count,mapped,composite_sector_proxy,"Publishing, audiovisual production and programming/broadcasting","Excludes parts of live entertainment, arts, sports and platform activity classified elsewhere.",ai,mapped_proxy
Natural Resources|automated-inspection-defect-detection|computer-vision,Natural Resources,automated-inspection-defect-detection,computer-vision,pending_or_unavailable,,,,23,29,0.7931034482758621,partial,0.7931034482758621,partial,blocked_annual_value_not_approved,,,,0,['B'],sbs_enterprise_count,mapped,narrow_proxy,Mining and quarrying,"Does not cover agriculture, forestry, fishing or the full natural-resources value chain.",ai,mapped_proxy
Natural Resources|compliance-monitoring|iot-platforms,Natural Resources,compliance-monitoring,iot-platforms,pending_or_unavailable,,,,23,29,0.7931034482758621,partial,0.7931034482758621,partial,blocked_annual_value_not_approved,,,,0,['B'],sbs_enterprise_count,mapped,narrow_proxy,Mining and quarrying,"Does not cover agriculture, forestry, fishing or the full natural-resources value chain.",iot,mapped_proxy
Natural Resources|environmental-emissions-monitoring|cloud-data-platform,Natural Resources,environmental-emissions-monitoring,cloud-data-platform,pending_or_unavailable,,,,23,29,0.7931034482758621,partial,0.7931034482758621,partial,blocked_annual_value_not_approved,,,,0,['B'],sbs_enterprise_count,mapped,narrow_proxy,Mining and quarrying,"Does not cover agriculture, forestry, fishing or the full natural-resources value chain.",cloud,mapped_proxy
Natural Resources|environmental-emissions-monitoring|iot-platforms,Natural Resources,environmental-emissions-monitoring,iot-platforms,pending_or_unavailable,,,,23,29,0.7931034482758621,partial,0.7931034482758621,partial,blocked_annual_value_not_approved,,,,0,['B'],sbs_enterprise_count,mapped,narrow_proxy,Mining and quarrying,"Does not cover agriculture, forestry, fishing or the full natural-resources value chain.",iot,mapped_proxy
Natural Resources|environmental-emissions-monitoring|machine-learning,Natural Resources,environmental-emissions-monitoring,machine-learning,pending_or_unavailable,,,,23,29,0.7931034482758621,partial,0.7931034482758621,partial,blocked_annual_value_not_approved,,,,0,['B'],sbs_enterprise_count,mapped,narrow_proxy,Mining and quarrying,"Does not cover agriculture, forestry, fishing or the full natural-resources value chain.",ai,mapped_proxy
Natural Resources|predictive-maintenance|iot-platforms,Natural Resources,predictive-maintenance,iot-platforms,pending_or_unavailable,,,,23,29,0.7931034482758621,partial,0.7931034482758621,partial,blocked_annual_value_not_approved,,,,0,['B'],sbs_enterprise_count,mapped,narrow_proxy,Mining and quarrying,"Does not cover agriculture, forestry, fishing or the full natural-resources value chain.",iot,mapped_proxy
Public/Gov sector|anomaly-detection|computer-vision,Public/Gov sector,anomaly-detection,computer-vision,pending_or_unavailable,,,,0,29,0.0,no_country_data,0.0,no_component_data,blocked_no_opportunity_linked_public_buyers,14369210.0,1139006800000.0,277735200000.0,0,['O'],public_buyer_count,mapped_public_buyer_denominator,alternative_public_buyer_denominator,"Public administration and defence; compulsory social security, with NACE O employment and COFOG expenditure as context","NACE O is outside SBS. The calculation uses deduplicated opportunity-linked TED buyers as an observed procurement-active lower bound, not the total public-authority population.",public_procurement_evidence,not_required_public_buyer_method
Public/Gov sector|anomaly-detection|cybersecurity-platform,Public/Gov sector,anomaly-detection,cybersecurity-platform,pending_or_unavailable,,,,0,29,0.0,no_country_data,0.0,no_component_data,blocked_no_opportunity_linked_public_buyers,14369210.0,1139006800000.0,277735200000.0,0,['O'],public_buyer_count,mapped_public_buyer_denominator,alternative_public_buyer_denominator,"Public administration and defence; compulsory social security, with NACE O employment and COFOG expenditure as context","NACE O is outside SBS. The calculation uses deduplicated opportunity-linked TED buyers as an observed procurement-active lower bound, not the total public-authority population.",public_procurement_evidence,not_required_public_buyer_method
Public/Gov sector|anomaly-detection|iot-platforms,Public/Gov sector,anomaly-detection,iot-platforms,pending_or_unavailable,,,,0,29,0.0,no_country_data,0.0,no_component_data,blocked_no_opportunity_linked_public_buyers,14369210.0,1139006800000.0,277735200000.0,0,['O'],public_buyer_count,mapped_public_buyer_denominator,alternative_public_buyer_denominator,"Public administration and defence; compulsory social security, with NACE O employment and COFOG expenditure as context","NACE O is outside SBS. The calculation uses deduplicated opportunity-linked TED buyers as an observed procurement-active lower bound, not the total public-authority population.",public_procurement_evidence,not_required_public_buyer_method
Public/Gov sector|anomaly-detection|machine-learning,Public/Gov sector,anomaly-detection,machine-learning,pending_or_unavailable,,,,0,29,0.0,no_country_data,0.0,no_component_data,blocked_no_opportunity_linked_public_buyers,14369210.0,1139006800000.0,277735200000.0,0,['O'],public_buyer_count,mapped_public_buyer_denominator,alternative_public_buyer_denominator,"Public administration and defence; compulsory social security, with NACE O employment and COFOG expenditure as context","NACE O is outside SBS. The calculation uses deduplicated opportunity-linked TED buyers as an observed procurement-active lower bound, not the total public-authority population.",public_procurement_evidence,not_required_public_buyer_method
Public/Gov sector|asset-tracking|blockchain-distributed-ledger,Public/Gov sector,asset-tracking,blockchain-distributed-ledger,pending_or_unavailable,,,,0,29,0.0,no_country_data,0.0,no_component_data,blocked_no_opportunity_linked_public_buyers,14369210.0,1139006800000.0,277735200000.0,0,['O'],public_buyer_count,mapped_public_buyer_denominator,alternative_public_buyer_denominator,"Public administration and defence; compulsory social security, with NACE O employment and COFOG expenditure as context","NACE O is outside SBS. The calculation uses deduplicated opportunity-linked TED buyers as an observed procurement-active lower bound, not the total public-authority population.",public_procurement_evidence,not_required_public_buyer_method
Public/Gov sector|asset-tracking|iot-platforms,Public/Gov sector,asset-tracking,iot-platforms,pending_or_unavailable,,,,0,29,0.0,no_country_data,0.0,no_component_data,blocked_no_opportunity_linked_public_buyers,14369210.0,1139006800000.0,277735200000.0,0,['O'],public_buyer_count,mapped_public_buyer_denominator,alternative_public_buyer_denominator,"Public administration and defence; compulsory social security, with NACE O employment and COFOG expenditure as context","NACE O is outside SBS. The calculation uses deduplicated opportunity-linked TED buyers as an observed procurement-active lower bound, not the total public-authority population.",public_procurement_evidence,not_required_public_buyer_method
Public/Gov sector|automated-inspection-defect-detection|computer-vision,Public/Gov sector,automated-inspection-defect-detection,computer-vision,pending_or_unavailable,,,,0,29,0.0,no_country_data,0.0,no_component_data,blocked_no_opportunity_linked_public_buyers,14369210.0,1139006800000.0,277735200000.0,0,['O'],public_buyer_count,mapped_public_buyer_denominator,alternative_public_buyer_denominator,"Public administration and defence; compulsory social security, with NACE O employment and COFOG expenditure as context","NACE O is outside SBS. The calculation uses deduplicated opportunity-linked TED buyers as an observed procurement-active lower bound, not the total public-authority population.",public_procurement_evidence,not_required_public_buyer_method
Public/Gov sector|compliance-monitoring|cybersecurity-platform,Public/Gov sector,compliance-monitoring,cybersecurity-platform,pending_or_unavailable,,,,2,29,0.0689655172413793,partial,0.0689655172413793,partial,blocked_annual_value_not_approved,14369210.0,1139006800000.0,277735200000.0,2,['O'],public_buyer_count,mapped_public_buyer_denominator,alternative_public_buyer_denominator,"Public administration and defence; compulsory social security, with NACE O employment and COFOG expenditure as context","NACE O is outside SBS. The calculation uses deduplicated opportunity-linked TED buyers as an observed procurement-active lower bound, not the total public-authority population.",public_procurement_evidence,not_required_public_buyer_method
Public/Gov sector|compliance-monitoring|iot-platforms,Public/Gov sector,compliance-monitoring,iot-platforms,pending_or_unavailable,,,,0,29,0.0,no_country_data,0.0,no_component_data,blocked_no_opportunity_linked_public_buyers,14369210.0,1139006800000.0,277735200000.0,0,['O'],public_buyer_count,mapped_public_buyer_denominator,alternative_public_buyer_denominator,"Public administration and defence; compulsory social security, with NACE O employment and COFOG expenditure as context","NACE O is outside SBS. The calculation uses deduplicated opportunity-linked TED buyers as an observed procurement-active lower bound, not the total public-authority population.",public_procurement_evidence,not_required_public_buyer_method
Public/Gov sector|compliance-monitoring|machine-learning,Public/Gov sector,compliance-monitoring,machine-learning,pending_or_unavailable,,,,0,29,0.0,no_country_data,0.0,no_component_data,blocked_no_opportunity_linked_public_buyers,14369210.0,1139006800000.0,277735200000.0,0,['O'],public_buyer_count,mapped_public_buyer_denominator,alternative_public_buyer_denominator,"Public administration and defence; compulsory social security, with NACE O employment and COFOG expenditure as context","NACE O is outside SBS. The calculation uses deduplicated opportunity-linked TED buyers as an observed procurement-active lower bound, not the total public-authority population.",public_procurement_evidence,not_required_public_buyer_method
Public/Gov sector|document-processing-extraction|cloud-data-platform,Public/Gov sector,document-processing-extraction,cloud-data-platform,pending_or_unavailable,,,,0,29,0.0,no_country_data,0.0,no_component_data,blocked_no_opportunity_linked_public_buyers,14369210.0,1139006800000.0,277735200000.0,0,['O'],public_buyer_count,mapped_public_buyer_denominator,alternative_public_buyer_denominator,"Public administration and defence; compulsory social security, with NACE O employment and COFOG expenditure as context","NACE O is outside SBS. The calculation uses deduplicated opportunity-linked TED buyers as an observed procurement-active lower bound, not the total public-authority population.",public_procurement_evidence,not_required_public_buyer_method
Public/Gov sector|document-processing-extraction|machine-learning,Public/Gov sector,document-processing-extraction,machine-learning,pending_or_unavailable,,,,0,29,0.0,no_country_data,0.0,no_component_data,blocked_no_opportunity_linked_public_buyers,14369210.0,1139006800000.0,277735200000.0,0,['O'],public_buyer_count,mapped_public_buyer_denominator,alternative_public_buyer_denominator,"Public administration and defence; compulsory social security, with NACE O employment and COFOG expenditure as context","NACE O is outside SBS. The calculation uses deduplicated opportunity-linked TED buyers as an observed procurement-active lower bound, not the total public-authority population.",public_procurement_evidence,not_required_public_buyer_method
Public/Gov sector|energy-optimization|iot-platforms,Public/Gov sector,energy-optimization,iot-platforms,pending_or_unavailable,,,,1,29,0.0344827586206896,partial,0.0344827586206896,partial,blocked_annual_value_not_approved,14369210.0,1139006800000.0,277735200000.0,1,['O'],public_buyer_count,mapped_public_buyer_denominator,alternative_public_buyer_denominator,"Public administration and defence; compulsory social security, with NACE O employment and COFOG expenditure as context","NACE O is outside SBS. The calculation uses deduplicated opportunity-linked TED buyers as an observed procurement-active lower bound, not the total public-authority population.",public_procurement_evidence,not_required_public_buyer_method
Public/Gov sector|environmental-emissions-monitoring|autonomous-vehicles-drones,Public/Gov sector,environmental-emissions-monitoring,autonomous-vehicles-drones,pending_or_unavailable,,,,0,29,0.0,no_country_data,0.0,no_component_data,blocked_no_opportunity_linked_public_buyers,14369210.0,1139006800000.0,277735200000.0,0,['O'],public_buyer_count,mapped_public_buyer_denominator,alternative_public_buyer_denominator,"Public administration and defence; compulsory social security, with NACE O employment and COFOG expenditure as context","NACE O is outside SBS. The calculation uses deduplicated opportunity-linked TED buyers as an observed procurement-active lower bound, not the total public-authority population.",public_procurement_evidence,not_required_public_buyer_method
Public/Gov sector|kyc-aml-automation|computer-vision,Public/Gov sector,kyc-aml-automation,computer-vision,pending_or_unavailable,,,,0,29,0.0,no_country_data,0.0,no_component_data,blocked_no_opportunity_linked_public_buyers,14369210.0,1139006800000.0,277735200000.0,0,['O'],public_buyer_count,mapped_public_buyer_denominator,alternative_public_buyer_denominator,"Public administration and defence; compulsory social security, with NACE O employment and COFOG expenditure as context","NACE O is outside SBS. The calculation uses deduplicated opportunity-linked TED buyers as an observed procurement-active lower bound, not the total public-authority population.",public_procurement_evidence,not_required_public_buyer_method
Public/Gov sector|network-optimization|iot-platforms,Public/Gov sector,network-optimization,iot-platforms,pending_or_unavailable,,,,1,29,0.0344827586206896,partial,0.0344827586206896,partial,blocked_annual_value_not_approved,14369210.0,1139006800000.0,277735200000.0,1,['O'],public_buyer_count,mapped_public_buyer_denominator,alternative_public_buyer_denominator,"Public administration and defence; compulsory social security, with NACE O employment and COFOG expenditure as context","NACE O is outside SBS. The calculation uses deduplicated opportunity-linked TED buyers as an observed procurement-active lower bound, not the total public-authority population.",public_procurement_evidence,not_required_public_buyer_method
Public/Gov sector|route-optimization|iot-platforms,Public/Gov sector,route-optimization,iot-platforms,pending_or_unavailable,,,,0,29,0.0,no_country_data,0.0,no_component_data,blocked_no_opportunity_linked_public_buyers,14369210.0,1139006800000.0,277735200000.0,0,['O'],public_buyer_count,mapped_public_buyer_denominator,alternative_public_buyer_denominator,"Public administration and defence; compulsory social security, with NACE O employment and COFOG expenditure as context","NACE O is outside SBS. The calculation uses deduplicated opportunity-linked TED buyers as an observed procurement-active lower bound, not the total public-authority population.",public_procurement_evidence,not_required_public_buyer_method
Retail|asset-tracking|iot-platforms,Retail,asset-tracking,iot-platforms,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['G47'],sbs_enterprise_count,mapped,direct_sector_proxy,"Retail trade, except motor vehicles and motorcycles",Excludes motor retail and some platform activity classified outside retail.,iot,mapped_proxy
Retail|automated-inspection-defect-detection|computer-vision,Retail,automated-inspection-defect-detection,computer-vision,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['G47'],sbs_enterprise_count,mapped,direct_sector_proxy,"Retail trade, except motor vehicles and motorcycles",Excludes motor retail and some platform activity classified outside retail.,ai,mapped_proxy
Retail|automated-inspection-defect-detection|iot-platforms,Retail,automated-inspection-defect-detection,iot-platforms,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['G47'],sbs_enterprise_count,mapped,direct_sector_proxy,"Retail trade, except motor vehicles and motorcycles",Excludes motor retail and some platform activity classified outside retail.,iot,mapped_proxy
Retail|compliance-monitoring|computer-vision,Retail,compliance-monitoring,computer-vision,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['G47'],sbs_enterprise_count,mapped,direct_sector_proxy,"Retail trade, except motor vehicles and motorcycles",Excludes motor retail and some platform activity classified outside retail.,ai,mapped_proxy
Retail|energy-optimization|blockchain-distributed-ledger,Retail,energy-optimization,blockchain-distributed-ledger,pending_or_unavailable,,,,0,29,0.0,no_country_data,0.0,no_component_data,blocked_technology_proxy_gap,,,,0,['G47'],sbs_enterprise_count,mapped,direct_sector_proxy,"Retail trade, except motor vehicles and motorcycles",Excludes motor retail and some platform activity classified outside retail.,,no_defensible_available_ict_proxy
Retail|energy-optimization|cloud-data-platform,Retail,energy-optimization,cloud-data-platform,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['G47'],sbs_enterprise_count,mapped,direct_sector_proxy,"Retail trade, except motor vehicles and motorcycles",Excludes motor retail and some platform activity classified outside retail.,cloud,mapped_proxy
Retail|environmental-emissions-monitoring|iot-platforms,Retail,environmental-emissions-monitoring,iot-platforms,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['G47'],sbs_enterprise_count,mapped,direct_sector_proxy,"Retail trade, except motor vehicles and motorcycles",Excludes motor retail and some platform activity classified outside retail.,iot,mapped_proxy
Retail|personalized-recommendations|machine-learning,Retail,personalized-recommendations,machine-learning,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['G47'],sbs_enterprise_count,mapped,direct_sector_proxy,"Retail trade, except motor vehicles and motorcycles",Excludes motor retail and some platform activity classified outside retail.,ai,mapped_proxy
Retail|production-scheduling|iot-platforms,Retail,production-scheduling,iot-platforms,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['G47'],sbs_enterprise_count,mapped,direct_sector_proxy,"Retail trade, except motor vehicles and motorcycles",Excludes motor retail and some platform activity classified outside retail.,iot,mapped_proxy
Retail|route-optimization|cloud-data-platform,Retail,route-optimization,cloud-data-platform,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['G47'],sbs_enterprise_count,mapped,direct_sector_proxy,"Retail trade, except motor vehicles and motorcycles",Excludes motor retail and some platform activity classified outside retail.,cloud,mapped_proxy
Retail|warehouse-automation|industrial-robotics,Retail,warehouse-automation,industrial-robotics,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['G47'],sbs_enterprise_count,mapped,direct_sector_proxy,"Retail trade, except motor vehicles and motorcycles",Excludes motor retail and some platform activity classified outside retail.,iot,mapped_proxy
Retail|warehouse-automation|warehouse-automation-systems,Retail,warehouse-automation,warehouse-automation-systems,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['G47'],sbs_enterprise_count,mapped,direct_sector_proxy,"Retail trade, except motor vehicles and motorcycles",Excludes motor retail and some platform activity classified outside retail.,iot,mapped_proxy
Transportation & Construction|anomaly-detection|iot-platforms,Transportation & Construction,anomaly-detection,iot-platforms,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,"['F', 'H']",sbs_enterprise_count,mapped,composite_sector_proxy,Construction plus transportation and storage,A combined denominator reflecting the radar's combined vertical; the two component sectors should also be available as drill-downs.,iot,mapped_proxy
Transportation & Construction|asset-tracking|iot-platforms,Transportation & Construction,asset-tracking,iot-platforms,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,"['F', 'H']",sbs_enterprise_count,mapped,composite_sector_proxy,Construction plus transportation and storage,A combined denominator reflecting the radar's combined vertical; the two component sectors should also be available as drill-downs.,iot,mapped_proxy
Transportation & Construction|asset-tracking|machine-learning,Transportation & Construction,asset-tracking,machine-learning,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,"['F', 'H']",sbs_enterprise_count,mapped,composite_sector_proxy,Construction plus transportation and storage,A combined denominator reflecting the radar's combined vertical; the two component sectors should also be available as drill-downs.,ai,mapped_proxy
Transportation & Construction|automated-inspection-defect-detection|industrial-robotics,Transportation & Construction,automated-inspection-defect-detection,industrial-robotics,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,"['F', 'H']",sbs_enterprise_count,mapped,composite_sector_proxy,Construction plus transportation and storage,A combined denominator reflecting the radar's combined vertical; the two component sectors should also be available as drill-downs.,iot,mapped_proxy
Transportation & Construction|energy-optimization|iot-platforms,Transportation & Construction,energy-optimization,iot-platforms,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,"['F', 'H']",sbs_enterprise_count,mapped,composite_sector_proxy,Construction plus transportation and storage,A combined denominator reflecting the radar's combined vertical; the two component sectors should also be available as drill-downs.,iot,mapped_proxy
Transportation & Construction|environmental-emissions-monitoring|digital-twin,Transportation & Construction,environmental-emissions-monitoring,digital-twin,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,"['F', 'H']",sbs_enterprise_count,mapped,composite_sector_proxy,Construction plus transportation and storage,A combined denominator reflecting the radar's combined vertical; the two component sectors should also be available as drill-downs.,cloud,mapped_proxy
Transportation & Construction|network-optimization|digital-twin,Transportation & Construction,network-optimization,digital-twin,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,"['F', 'H']",sbs_enterprise_count,mapped,composite_sector_proxy,Construction plus transportation and storage,A combined denominator reflecting the radar's combined vertical; the two component sectors should also be available as drill-downs.,cloud,mapped_proxy
Transportation & Construction|predictive-maintenance|machine-learning,Transportation & Construction,predictive-maintenance,machine-learning,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,"['F', 'H']",sbs_enterprise_count,mapped,composite_sector_proxy,Construction plus transportation and storage,A combined denominator reflecting the radar's combined vertical; the two component sectors should also be available as drill-downs.,ai,mapped_proxy
Transportation & Construction|route-optimization|cloud-data-platform,Transportation & Construction,route-optimization,cloud-data-platform,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,"['F', 'H']",sbs_enterprise_count,mapped,composite_sector_proxy,Construction plus transportation and storage,A combined denominator reflecting the radar's combined vertical; the two component sectors should also be available as drill-downs.,cloud,mapped_proxy
Transportation & Construction|route-optimization|machine-learning,Transportation & Construction,route-optimization,machine-learning,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,"['F', 'H']",sbs_enterprise_count,mapped,composite_sector_proxy,Construction plus transportation and storage,A combined denominator reflecting the radar's combined vertical; the two component sectors should also be available as drill-downs.,ai,mapped_proxy
Transportation & Construction|warehouse-automation|warehouse-automation-systems,Transportation & Construction,warehouse-automation,warehouse-automation-systems,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,"['F', 'H']",sbs_enterprise_count,mapped,composite_sector_proxy,Construction plus transportation and storage,A combined denominator reflecting the radar's combined vertical; the two component sectors should also be available as drill-downs.,iot,mapped_proxy
Wholesale|anomaly-detection|cybersecurity-platform,Wholesale,anomaly-detection,cybersecurity-platform,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['G46'],sbs_enterprise_count,mapped,direct_sector_proxy,"Wholesale trade, except motor vehicles and motorcycles",Excludes motor-vehicle wholesale and retail activity.,cybersecurity,mapped_proxy
Wholesale|asset-tracking|cloud-data-platform,Wholesale,asset-tracking,cloud-data-platform,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['G46'],sbs_enterprise_count,mapped,direct_sector_proxy,"Wholesale trade, except motor vehicles and motorcycles",Excludes motor-vehicle wholesale and retail activity.,cloud,mapped_proxy
Wholesale|asset-tracking|iot-platforms,Wholesale,asset-tracking,iot-platforms,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['G46'],sbs_enterprise_count,mapped,direct_sector_proxy,"Wholesale trade, except motor vehicles and motorcycles",Excludes motor-vehicle wholesale and retail activity.,iot,mapped_proxy
